tweet_id,favorite_count,retweet_count,created_at,retweeted_status,url
803380650405482500,7566,1814,Mon Nov 28 23:30:47 +0000 2016,Original tweet,https://t.co/yPbCALoy2n
803321560782307329,0,5117,Mon Nov 28 19:35:59 +0000 2016,This is a retweet,This is a retweet
803276597545603072,9781,2367,Mon Nov 28 16:37:19 +0000 2016,Original tweet,https://t.co/jxQhxoPsgL
802952499103731712,8806,1928,Sun Nov 27 19:09:28 +0000 2016,Original tweet,https://t.co/yLm7hQ6UXh
802624713319034886,0,2805,Sat Nov 26 21:26:58 +0000 2016,This is a retweet,This is a retweet
802600418706604034,6939,1411,Sat Nov 26 19:50:26 +0000 2016,Original tweet,https://t.co/urhl90ZE1O
802572683846291456,8744,2432,Sat Nov 26 18:00:13 +0000 2016,Original tweet,https://t.co/EFfLCP7oQv
802323869084381190,15790,5652,Sat Nov 26 01:31:31 +0000 2016,Original tweet,https://t.co/8Cbu9eKkfG
802265048156610565,6777,1335,Fri Nov 25 21:37:47 +0000 2016,Original tweet,https://t.co/9IxWAXFqze
802239329049477120,8880,2531,Fri Nov 25 19:55:35 +0000 2016,Original tweet,https://t.co/wG8NYg87Hw
802185808107208704,0,264,Fri Nov 25 16:22:55 +0000 2016,This is a retweet,This is a retweet
801958328846974976,7563,1654,Fri Nov 25 01:18:59 +0000 2016,Original tweet,https://t.co/4fY2bsAm65
801854953262350336,1761,229,Thu Nov 24 18:28:13 +0000 2016,Original tweet,C
801538201127157760,8025,2006,Wed Nov 23 21:29:33 +0000 2016,Original tweet,https://t.co/p1RD39XjUe
801285448605831168,5896,794,Wed Nov 23 04:45:12 +0000 2016,Original tweet,https://t.co/bC69RrW559
801167903437357056,23806,5689,Tue Nov 22 20:58:07 +0000 2016,Original tweet,https://t.co/R6wJyC2Tey
801127390143516673,0,3831,Tue Nov 22 18:17:08 +0000 2016,This is a retweet,This is a retweet
801115127852503040,7868,2028,Tue Nov 22 17:28:25 +0000 2016,Original tweet,https://t.co/A1hx5HKfQ6
800859414831898624,669,96,Tue Nov 22 00:32:18 +0000 2016,Original tweet,s
800855607700029440,0,1552,Tue Nov 22 00:17:10 +0000 2016,This is a retweet,This is a retweet
